A_COMMENTS,CAPTION,CARDINALITY,CREATION_DATE,HINT,LAST_UPDATE,RELATION,SOURCE_CLASS,SOURCE_CLASS_CAPTION,TARGET_CLASS
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,,7/15/2024 16:05,Documents,DeviceGroup,Device Group,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,,7/15/2024 16:05,Documents,ComplianceControl,Compliance Control,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,,7/15/2024 16:05,Documents,ITCapabilityMapFolder,Technology Support Map Folder,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,,7/15/2024 16:05,Documents,ComplianceDomain,Compliance Domain,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,,7/15/2024 16:05,Documents,RiskMitigationTemplate,Risk Mitigation Template,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,,7/15/2024 16:05,Documents,ComponentCatalog,Component Catalog,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,,7/15/2024 16:05,Documents,BusinessProcessGroup,Business Process Group,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,,7/15/2024 16:05,Documents,DemandGroup,Demand Group,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,,7/15/2024 16:05,Documents,SolutionBusinessProcessModel,Solution Business Process Model,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,,7/15/2024 16:05,Documents,Feature,Feature,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,,7/15/2024 16:05,Documents,SolutionBusinessData,Solution Business Data,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,,7/15/2024 16:05,Documents,PlatformTemplate,Platform Template,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,,10/17/2024 17:02,Documents,ServiceProduct,Service,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,,7/15/2024 16:05,Documents,ITCapability,IT Capability,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,,7/15/2024 16:05,Documents,FunctionalModule,Functional Module,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,,7/15/2024 16:05,Documents,OrgaUnit,Organization,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,,7/15/2024 16:05,Documents,ITMasterPlan,Master Plan,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,,7/15/2024 16:05,Documents,Stack,Stack,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,,7/15/2024 16:05,Documents,VirtualOrgaUnit,Virtual Organization,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,,7/15/2024 16:05,Documents,SolutionBusinessService,Solution Business Service,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,,7/15/2024 16:05,Documents,TacticalBusinessSupport,Tactical Business Support,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,,7/15/2024 16:05,Documents,CostCentre,Cost Center,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,,7/15/2024 16:05,Documents,MarketProductGroup,Market Product Group,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,,7/15/2024 16:05,Documents,StandardPlatform,Standard Platform,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,,7/15/2024 16:05,Documents,TechnologyGroup,Technology Group,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,,7/15/2024 16:05,Documents,ComponentCategory,Component Category,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,,7/15/2024 16:05,Documents,DiscussionGroup,Discussion Group,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,,10/14/2024 15:34,Documents,ServiceProductGroup,Service Group,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,,7/15/2024 16:05,Documents,BusinessProcess,Business Process,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,,7/15/2024 16:05,Documents,SolutionFunctionalModule,Solution Functional Module,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,,7/15/2024 16:05,Documents,Device,Device,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,,7/15/2024 16:05,Documents,ITStrategy,IT Strategy,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,The documents or URLs that are attached to the object.,6/26/2024 12:59,Documents,BPInformationFlow,Business Process Information Flow,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,The documents or URLs that are attached to the object.,6/26/2024 12:59,Documents,AdHocMilestone,Ad-Hoc Milestone,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,The documents or URLs that are attached to the object.,6/26/2024 12:59,Documents,MigrationLink,Migration Rule,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,The documents or URLs that are attached to the object.,6/26/2024 12:59,Documents,ALFA_DATACAPTURETEMPLATE,Data Capture Template,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,The documents or URLs that are attached to the object.,6/26/2024 12:59,Documents,Risk,Risk,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,The documents or URLs that are attached to the object.,6/26/2024 12:59,Documents,PlatformInformationFlow,Platform Information Flow,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,The documents or URLs that are attached to the object.,6/26/2024 12:59,Documents,Milestone,Milestone,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,The documents or URLs that are attached to the object.,6/26/2024 12:59,Documents,GlossaryItem,Glossary Item,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,The documents or URLs that are attached to the object.,6/26/2024 12:59,Documents,StackItem,Stack Item,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Attachments,N/N,12/15/2021 15:39,The documents or URLs that are attached to the object.,5/2/2026 20:31,Documents,BusinessDataUsage,Data Usage,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Documents,N/N,12/15/2021 15:39,The documents or URLs that are attached to the object.,6/26/2024 12:59,Documents,Assignment,Assignment,ALFA_IDOCUMENT
The documents or URLs that are attached to the object.,Documents,N/N,12/15/2021 15:39,The documents or URLs that are attached to the object.,6/26/2024 12:59,Documents,Assignment,Assignment,ALFA_URI
The documents or URLs that are attached to the object. Attachments allow relevant files to be associated with an object.,Attachments,N/N,12/15/2021 15:39,The documents or URLs that are attached to the object. Attachments allow relevant files to be associated with an object.,6/26/2024 12:59,Documents,SolutionServiceOperation,Solution Technical Service Operation,ALFA_IDOCUMENT
The documents or URLs that are attached to the object. Attachments allow relevant files to be associated with an object.,Attachments,N/N,12/15/2021 15:39,The documents or URLs that are attached to the object. Attachments allow relevant files to be associated with an object.,6/26/2024 12:59,Documents,ServiceOperation,Technical Service Operation,ALFA_IDOCUMENT
The documents or URLs that are attached to the object. Attachments allow relevant files to be associated with an object.,Attachments,N/N,12/15/2021 15:39,The documents or URLs that are attached to the object. Attachments allow relevant files to be associated with an object.,6/26/2024 12:59,Documents,StackElement,Stack Element,ALFA_IDOCUMENT
The documents that are attached to the service product item.,Attachments,N/N,12/15/2021 15:39,The documents that are attached to the service product item.,6/26/2024 12:59,Documents,ServiceItem,Service Product Item,ALFA_IDOCUMENT
The documents that are attached to the solution platform information flow.,Attachments,N/N,12/15/2021 15:39,The documents that are attached to the solution platform information flow.,6/26/2024 12:59,Documents,SolutionPlatformInformationFlow,Solution Platform Information Flow,ALFA_IDOCUMENT
The documents that are stored while evaluating the compliance indicator.,Attachments,N/N,12/15/2021 15:39,The documents that are stored while evaluating the compliance indicator.,6/26/2024 12:59,Documents,ComplianceIndicator,Compliance Indicator,ALFA_IDOCUMENT
The domain for which the diagram was created.,Master Object,1/N,12/15/2021 15:39,The domain for which the diagram was created.,6/26/2024 12:59,MASTEROBJECT,DomainApplicationDiagram,Domain Application Diagram,Domain
The domain for which the diagram was created.,Master Object,1/N,12/15/2021 15:39,The domain for which the diagram was created.,6/26/2024 12:59,MASTEROBJECT,DomainFunctionDiagram,Domain Function Diagram,Domain
The domain glossary groups a set of glossary items that include aliases and descriptions of objects assigned to a specific domain.,Domain Glossary,1/N,12/15/2021 15:39,The domain glossary groups a set of glossary items that include aliases and descriptions of objects assigned to a specific domain.,6/26/2024 12:59,Glossary,Domain,Domain,Glossary
The domain that is defined as the application's primary domain.,Primary Domain,1/N,12/15/2021 15:39,The domain that is defined as the application's primary domain.,6/26/2024 12:59,Domain,Application,Application,Domain
The domain that is defined as the market product 's primary domain.,Primary Domain,1/N,12/15/2021 15:39,The domain that is defined as the market product 's primary domain.,6/26/2024 12:59,Domain,MarketProduct,Market Product,Domain
The domain that is defined as the primary domain for the business function.,Primary Domain,1/N,12/15/2021 15:39,The domain that is defined as the primary domain for the business function.,6/26/2024 12:59,Domain,BusinessFunction,Business Function,Domain
The domain that is defined as the primary domain for the business object.,Primary Domain,1/N,12/15/2021 15:39,The domain that is defined as the primary domain for the business object.,11/25/2024 10:57,Domain,BusinessObject,Business Object,Domain
The domain that is defined as the primary domain for the business process.,Primary Domain,1/N,12/15/2021 15:39,The domain that is defined as the primary domain for the business process.,6/26/2024 12:59,Domain,BusinessProcess,Business Process,Domain
The domain that is defined as the primary domain for the component.,Primary Domain,1/N,12/15/2021 15:39,The domain that is defined as the primary domain for the component.,6/26/2024 12:59,Domain,Component,Component,Domain
The domain that is defined as the primary domain for the ICT object.,Primary Domain,1/N,12/15/2021 15:39,The domain that is defined as the primary domain for the ICT object.,6/26/2024 12:59,Domain,ICTObject,ICT Object,Domain
The domain that is defined as the primary domain for the solution building block.,Domain,1/N,12/15/2021 15:39,The domain that is defined as the primary domain for the solution building block.,6/26/2024 12:59,Domain,SystemBuildingBlock,Solution Building Block,Domain
The domain that is defined as the primary domain for the solution standard platform.,Primary Domain,1/N,12/15/2021 15:39,The domain that is defined as the primary domain for the solution standard platform.,6/26/2024 12:59,Domain,SolutionStandardPlatform,Solution Standard Platform,Domain
The domain that is defined as the primary domain for the standard platform.,Primary Domain,1/N,12/15/2021 15:39,The domain that is defined as the primary domain for the standard platform.,6/26/2024 12:59,Domain,StandardPlatform,Standard Platform,Domain
The domain that is defined as the primary domain for the vendor product.,Primary Domain,1/N,12/15/2021 15:39,The domain that is defined as the primary domain for the vendor product.,6/26/2024 12:59,Domain,VendorProduct,Vendor Product,Domain
The domain that is defined as the solution application's primary domain.,Primary Domain,1/N,12/15/2021 15:39,The domain that is defined as the solution application's primary domain.,6/26/2024 12:59,Domain,SolutionApplication,Solution Application,Domain
The domain that is defined as the solution component's primary domain.,Primary Domain,1/N,12/15/2021 15:39,The domain that is defined as the solution component's primary domain.,6/26/2024 12:59,Domain,SolutionComponent,Solution Component,Domain
The domain that is proposed as the primary domain for the solution business process.,Primary Domain,1/N,12/15/2021 15:39,The domain that is proposed as the primary domain for the solution business process.,6/26/2024 12:59,Domain,SolutionBusinessProcess,Solution Business Process,Domain
The domain that the functional module is assigned to.,Primary Domain,1/N,12/15/2021 15:39,The domain that the functional module is assigned to.,6/26/2024 12:59,Domain,FunctionalModule,Functional Module,Domain
The domain that the solution domain is based on,Base Domain,1/N,12/15/2021 15:39,The domain that the solution domain is based on,6/26/2024 12:59,BaseDomain,SolutionDomain,Solution Domain,Domain
The domain that the solution functional module is assigned to.,Domain,1/N,12/15/2021 15:39,The domain that the solution functional module is assigned to.,6/26/2024 12:59,Domain,SolutionFunctionalModule,Solution Functional Module,Domain
The domain to display in the Business Process/Domain Aspect Analysis page view.,Aspect Domain,1/N,12/15/2021 15:39,The domain to display in the Business Process/Domain Aspect Analysis page view.,6/26/2024 12:59,AspectDomain,ITMapView,Map View,Domain
The domains assigned to the domain group.,Domains,N/N,12/15/2021 15:39,The domains assigned to the domain group.,6/26/2024 12:59,Domains,DomainGroup,Domain Group,Domain
The domains assigned to the map view's ascendant master plan map that are hidden in the map view.,Hidden Domains,N/N,12/15/2021 15:39,The domains assigned to the map view's ascendant master plan map that are hidden in the map view.,6/26/2024 12:59,HiddenXObjects2,ITMapView,Map View,Domain
The domains defined for the X-axis of the IT strategy map. Whether domains are implemented in the map is determined by the configuration in the XML object ITMapDef.,Domains,N/N,12/15/2021 15:39,The domains defined for the X-axis of the IT strategy map.,6/26/2024 12:59,XObjects2,ITStrategyMap,IT Strategy Map,Domain
The domains defined for the X-axis of the master plan map. Whether domains are implemented in the map is determined by the configuration in the XML object ITMapDef.,Domains,N/N,12/15/2021 15:39,The domains defined for the X-axis of the master plan map.,6/26/2024 12:59,XObjects2,ITMasterPlanMap,Master Plan Map,Domain
The domains defined for the X-axis of the solution map. Whether domains are implemented in the map is determined by the configuration in the XML object ITMapDef.,Domains,N/N,12/15/2021 15:39,The domains defined for the X-axis of the solution map.,6/26/2024 12:59,XObjects2,ITSolutionMap,Solution Map,Domain
The domains or business capabilities enabling or supporting the value stream step.,Domains,N/N,12/15/2021 15:39,The domains or business capabilities enabling or supporting the value stream step.,6/26/2024 12:59,Domains,ValueStreamStep,Value Stream Step,Domain
The domains that are contribute to by the organization.,Executed Domains,N/N,12/15/2021 15:39,The domains that are contribute to by the organization.,6/26/2024 12:59,Domains,OrgaUnit,Organization,Domain
The domains that are defined as associated domains for the solution business process.,Associated Domains,N/N,12/15/2021 15:39,The domains that are defined as associated domains for the solution business process.,6/26/2024 12:59,AssociatedDomains,SolutionBusinessProcess,Solution Business Process,Domain
The dynamic Web links that reference applications accessible through a URL.,Web Links,N/N,12/15/2021 15:39,The dynamic Web links that reference applications accessible through a URL.,6/26/2024 12:59,WebLinks,Risk,Risk,ALFA_URI
The dynamic Web links that reference applications accessible through a URL. The Web links are associated with the object.,Web Links,N/N,12/15/2021 15:39,The dynamic Web links that reference applications accessible through a URL. The Web links are associated with the object.,6/26/2024 12:59,WebLinks,SolutionServiceOperation,Solution Technical Service Operation,ALFA_URI
The dynamic Web links that reference applications accessible through a URL. The Web links are associated with the object.,Web Links,N/N,12/15/2021 15:39,The dynamic Web links that reference applications accessible through a URL. The Web links are associated with the object.,6/26/2024 12:59,WebLinks,ServiceOperation,Technical Service Operation,ALFA_URI
The element in the logical architecture that the stack item is associated with.,Caption,1/N,12/15/2021 15:39,The element in the logical architecture that the stack item is associated with.,6/26/2024 12:59,Component,StackItem,Stack Item,Component
The element in the logical architecture that the stack item is associated with.,Component,1/N,12/15/2021 15:39,The element in the logical architecture that the stack item is associated with.,6/26/2024 12:59,Component,StackElement,Stack Element,StandardPlatform
The element in the logical architecture that the stack item is associated with.,Component,1/N,12/15/2021 15:39,The element in the logical architecture that the stack item is associated with.,6/26/2024 12:59,Component,StackElement,Stack Element,LocalComponent
The element in the logical architecture that the stack item is associated with.,Component,1/N,12/15/2021 15:39,The element in the logical architecture that the stack item is associated with.,6/26/2024 12:59,Component,StackElement,Stack Element,PlatformElement
The enterprise release that the release item is assigned to.,Enterprise Release,1/N,12/15/2021 15:39,The enterprise release that the release item is assigned to.,6/26/2024 12:59,Release,ReleaseItem,Enterprise Release Item,EnterpriseRelease
The evaluation group responsible for the evaluation of the business function in the business capability map.,Evaluation Owner,1/N,12/15/2021 15:39,The evaluation group responsible for the evaluation of the business function in the business capability map.,6/26/2024 12:59,EvaluationOwner,BusinessFunction,Business Function,UserGroup
The evaluation group responsible for the evaluation of the domain in the capability map.,Evaluation Owner,1/N,12/15/2021 15:39,The evaluation group responsible for the evaluation of the domain in the capability map.,6/26/2024 12:59,EvaluationOwner,Domain,Domain,UserGroup
The evaluation groups responsible for the evaluation of the business capability map.,Evaluation Groups,N/N,12/15/2021 15:39,The evaluation groups responsible for the evaluation of the business capability map.,6/26/2024 12:59,EvaluationGroups,BusinessCapabilityMap,Capability Map,UserGroup
The evaluation type that the recommendation is related to. This is applicable for records with type 'Indicator'.,Evaluation Type,1/N,12/15/2021 15:39,The evaluation type that the recommendation is related to. This is applicable for records with type 'Indicator'.,6/26/2024 12:59,EVALTYPE,ALFA_CLUSTERING_RECOMMENDATION,Clustering Recommendation,EvaluationType
The evaluation types assigned to the business capability map. Evaluation types are configured in EA_MM in the Evaluation & Portfolios functionality in the Configuration module.,Evaluation Types,N/N,12/15/2021 15:39,The evaluation types assigned to the business capability map.,6/26/2024 12:59,EvaluationTypes,BusinessCapabilityMap,Capability Map,EvaluationType
The evaluation types assigned to the object class that is the target of the configuration.,Evaluation Types,N/N,12/15/2021 15:39,The evaluation types assigned to the object class that is the target of the configuration.,6/26/2024 12:59,EvaluationTypes,ClassConfiguration,Class Configuration,EvaluationType
The evaluation types assigned to the prioritization scheme. Evaluation types are configured in EA_MM in the Evaluation & Portfolios functionality in the Configuration module.,Evaluation Types,N/N,12/15/2021 15:39,The evaluation types assigned to the prioritization scheme.,6/26/2024 12:59,EvaluationTypes,PrioritizationScheme,Prioritization Scheme,EvaluationType
The folder that is ascendant to the report folder.,Parent Report Folder,1/N,12/15/2021 15:39,The folder that is ascendant to the report folder.,6/26/2024 12:59,PARENT,ALFA_REPORTFOLDER,Report Folder,ALFA_REPORTFOLDER
The folder that is parent to the selected technology support map folder.,Parent Folder,1/N,12/15/2021 15:39,The folder that is parent to the selected technology support map folder.,6/26/2024 12:59,PARENT,ITCapabilityMapFolder,Technology Support Map Folder,ITCapabilityMapFolder
The folder that the IT strategy map is assigned to.,IT Strategy Folder,1/N,12/15/2021 15:39,The folder that the IT strategy map is assigned to.,6/26/2024 12:59,Folder,ITStrategyMap,IT Strategy Map,ITStrategyMapFolder
The folder that the master plan map is assigned to.,Master Plan Folder,1/N,12/15/2021 15:39,The folder that the master plan map is assigned to.,6/26/2024 12:59,Folder,ITMasterPlanMap,Master Plan Map,ITMasterPlanFolder
The framework group for which the diagram was created.,Master Object,1/N,12/15/2021 15:39,The framework group for which the diagram was created.,6/26/2024 12:59,MASTEROBJECT,FWG_NavigationDiagram,Framework Group Navigation Diagram,FrameworkGroup
The FromCurrency is the currency defined as the enterprise base currency (EBC) in the currency exchange rate definition. The syntax of the currency exchange rate definition is as follows: < EBC> -> <Non-EBC>.,From Currency,1/N,12/15/2021 15:39,The FromCurrency is the currency defined as the enterprise base currency (EBC) in the currency exchange rate definition. The syntax of the currency exchange rate definition is as follows: < EBC> -> <Non-EBC>.,6/26/2024 12:59,FromCurrency,CurrencyExchangeRate,Currency Exchange Rate,Currency
The glossary folder this glossary item is assigned to.,Glossary Folder,1/N,12/15/2021 15:39,The glossary folder this glossary item is assigned to.,6/26/2024 12:59,GlossaryFolder,GlossaryItem,Glossary Item,GlossaryFolder
The glossary that the glossary folder is assigned to.,Glossary,1/N,12/15/2021 15:39,The glossary that the glossary folder is assigned to.,6/26/2024 12:59,Glossary,GlossaryFolder,Glossary Folder,Glossary
The glossary this glossary item is defined for,Glossary,1/N,12/15/2021 15:39,The glossary this glossary item is defined for,6/26/2024 12:59,Glossary,GlossaryItem,Glossary Item,Artifact
The ICT object assigned to the application.,ICT Object,1/N,12/15/2021 15:39,The ICT object assigned to the application.,6/26/2024 12:59,ICTObject,Application,Application,ICTObject
The ICT object assigned to the master platform.,ICT Object,1/N,12/15/2021 15:39,The ICT object assigned to the master platform.,6/26/2024 12:59,ICTObject,MasterPlatform,Master Platform,ICTObject
The ICT object assigned to the solution standard platform.,ICT Object,1/N,12/15/2021 15:39,The ICT object assigned to the solution standard platform.,6/26/2024 12:59,ICTObject,SolutionStandardPlatform,Solution Standard Platform,ICTObject
The ICT object assigned to the standard platform.,ICT Object,1/N,12/15/2021 15:39,The ICT object assigned to the standard platform.,6/26/2024 12:59,ICTObject,StandardPlatform,Standard Platform,ICTObject
The ICT object category that the ICT object is assigned to.,ICT Object Category,1/N,12/15/2021 15:39,The ICT object category that the ICT object is assigned to.,6/26/2024 12:59,Category,ICTObject,ICT Object,ICTObjectCategory
The ICT object category that the ICT object is assigned to.,ICT Object Category,1/N,12/15/2021 15:39,The ICT object category that the ICT object is assigned to.,6/26/2024 12:59,Category,ICTObjectGroup,ICT Object Group,ICTObjectCategory
The ICT object groups that the ICT object is assigned to.,ICT Object Groups,N/N,12/15/2021 15:39,The ICT object groups that the ICT object is assigned to.,6/26/2024 12:59,ICTObjectGroups,ICTObject,ICT Object,ICTObjectGroup
The ICT object or application specified as the primary architecture element of the project.,Primary Architecture Element,1/N,12/15/2021 15:39,The ICT object or application specified as the primary architecture element of the project.,6/26/2024 12:59,PrimaryObject,Project,Project,Application
The ICT object or application specified as the primary architecture element of the project.,Primary Architecture Element,1/N,12/15/2021 15:39,The ICT object or application specified as the primary architecture element of the project.,6/26/2024 12:59,PrimaryObject,Project,Project,Component
The ICT object or application specified as the primary architecture element of the project.,Primary Architecture Element,1/N,12/15/2021 15:39,The ICT object or application specified as the primary architecture element of the project.,6/26/2024 12:59,PrimaryObject,Project,Project,ICTObject
The ICT object or application specified as the primary architecture element of the project.,Primary Architecture Element,1/N,12/15/2021 15:39,The ICT object or application specified as the primary architecture element of the project.,6/26/2024 12:59,PrimaryObject,Project,Project,StandardPlatform
The ICT object that governs the solution building block.,ICT Object,1/N,12/15/2021 15:39,The ICT object that governs the solution building block.,6/26/2024 12:59,ICTObject,SystemBuildingBlock,Solution Building Block,ICTObject
The ICT object that the component catalog element is based on.,ICT Object,1/N,12/15/2021 15:39,The ICT object that the component catalog element is based on.,6/26/2024 12:59,ICTObject,ICTObjectCatalogElement,ICT Object Catalog Element,ICTObject
The ICT object that the component is assigned to.,ICT Object,1/N,12/15/2021 15:39,The ICT object that the component is assigned to.,6/26/2024 12:59,ICTObject,Component,Component,ICTObject
The ICT object that the device is assigned to.,ICT Object,1/N,12/15/2021 15:39,The ICT object that the device is assigned to.,6/26/2024 12:59,ICTObject,Device,Device,ICTObject
The ICT object that the local component is assigned to.,ICT Object,1/N,12/15/2021 15:39,The ICT object that the local component is assigned to.,6/26/2024 12:59,ICTObject,ProposedLocalComponent,Proposed Local Component,ICTObject
The ICT object that the local component is assigned to.,ICT Object,1/N,12/15/2021 15:39,The ICT object that the local component is assigned to.,6/26/2024 12:59,ICTObject,LocalComponent,Local Component,ICTObject
The ICT object that the solution application is assigned to.,ICT Object,1/N,12/15/2021 15:39,The ICT object that the solution application is assigned to.,6/26/2024 12:59,ICTObject,SolutionApplication,Solution Application,ICTObject
The ICT object that the solution component is assigned to.,ICT Object,1/N,12/15/2021 15:39,The ICT object that the solution component is assigned to.,6/26/2024 12:59,ICTObject,SolutionComponent,Solution Component,ICTObject
The ICT object that the solution device is assigned to.,ICT Object,1/N,12/15/2021 15:39,The ICT object that the solution device is assigned to.,6/26/2024 12:59,ICTObject,SolutionDevice,Solution Device,ICTObject
The ICT object that the vendor product is assigned to.,ICT Object,1/N,12/15/2021 15:39,The ICT object that the vendor product is assigned to.,6/26/2024 12:59,ICTObject,VendorProduct,Vendor Product,ICTObject
"The ICT object, application, solution building block, or organization that provides the tactical business support.",Supporting Object,1/N,12/15/2021 15:39,"The ICT object, application, solution building block, or organization that provides the tactical business support.",6/26/2024 12:59,Object,TacticalBusinessSupport,Tactical Business Support,OrgaUnit
"The ICT object, application, solution building block, or organization that provides the tactical business support.",Supporting Object,1/N,12/15/2021 15:39,"The ICT object, application, solution building block, or organization that provides the tactical business support.",6/26/2024 12:59,Object,TacticalBusinessSupport,Tactical Business Support,SystemBuildingBlock
"The ICT object, application, solution building block, or organization that provides the tactical business support.",Supporting Object,1/N,12/15/2021 15:39,"The ICT object, application, solution building block, or organization that provides the tactical business support.",6/26/2024 12:59,Object,TacticalBusinessSupport,Tactical Business Support,ICTObject
"The ICT object, application, solution building block, or organization that provides the tactical business support.",Supporting Object,1/N,12/15/2021 15:39,"The ICT object, application, solution building block, or organization that provides the tactical business support.",6/26/2024 12:59,Object,TacticalBusinessSupport,Tactical Business Support,Application
"The ICT object, virtual ICT object, application, solution building block, or organization that provides the strategic business support.",Supporting Object,1/N,12/15/2021 15:39,"The ICT object, virtual ICT object, application, solution building block, or organization that provides the strategic business support.",6/26/2024 12:59,Object,StrategicBusinessSupport,Strategic Business Support,Application
"The ICT object, virtual ICT object, application, solution building block, or organization that provides the strategic business support.",Supporting Object,1/N,12/15/2021 15:39,"The ICT object, virtual ICT object, application, solution building block, or organization that provides the strategic business support.",6/26/2024 12:59,Object,StrategicBusinessSupport,Strategic Business Support,OrgaUnit
"The ICT object, virtual ICT object, application, solution building block, or organization that provides the strategic business support.",Supporting Object,1/N,12/15/2021 15:39,"The ICT object, virtual ICT object, application, solution building block, or organization that provides the strategic business support.",6/26/2024 12:59,Object,StrategicBusinessSupport,Strategic Business Support,ICTObject
"The ICT object, virtual ICT object, application, solution building block, or organization that provides the strategic business support.",Supporting Object,1/N,12/15/2021 15:39,"The ICT object, virtual ICT object, application, solution building block, or organization that provides the strategic business support.",6/26/2024 12:59,Object,StrategicBusinessSupport,Strategic Business Support,ICTObjectVirtual
"The ICT object, virtual ICT object, application, solution building block, or organization that provides the strategic business support.",Supporting Object,1/N,12/15/2021 15:39,"The ICT object, virtual ICT object, application, solution building block, or organization that provides the strategic business support.",6/26/2024 12:59,Object,StrategicBusinessSupport,Strategic Business Support,SystemBuildingBlock
The ICT objects that are assigned to the ICT object category.,ICT Objects,N/1,12/15/2021 15:39,The ICT objects that are assigned to the ICT object category.,6/26/2024 12:59,ICTObjects,ICTObjectCategory,ICT Object Category,ICTObject
The ICT objects that are assigned to the ICT object group.,ICT Objects,N/N,12/15/2021 15:39,The ICT objects that are assigned to the ICT object group.,6/26/2024 12:59,ICTObjects,ICTObjectGroup,ICT Object Group,ICTObject
The ICT objects that have been defined as preferred objects to be used in the strategy map.,Preferred Objects,N/N,12/15/2021 15:39,The ICT objects that have been defined as preferred objects to be used in the strategy map.,6/26/2024 12:59,PreferedObjects,ITStrategyMap,IT Strategy Map,ICTObject
The income types assigned to the object class that is the target of the configuration.,Income Types,N/N,12/15/2021 15:39,The income types assigned to the object class that is the target of the configuration.,6/26/2024 12:59,IncomeTypes,ClassConfiguration,Class Configuration,IncomeType
The indicator lookup table assigned to the class-based risk management template.,Indicator Table,1/N,12/15/2021 15:39,The indicator lookup table assigned to the class-based risk management template.,6/26/2024 12:59,IndicatorTable,RiskClassSetting,Class-Based Risk Management Template,IndicatorLookupTable
